Question,Opt1,Opt2,Opt3,Opt4,CorrectAnswer
Buddha: Where was Buddha born?,Kushinagar,Lumbini Garden,Sarnath,Bodh Gaya,Lumbini Garden
Buddha: Who were the parents of Buddha?,Siddharth and Trishala,Suddhodana and Maya Devi,Bimbisara and Gautami,Ashoka and Devi,Suddhodana and Maya Devi
Buddha: Who raised Siddhartha after Maya Devi’s death?,Trishala,Gautami,Yashodhara,Amrapali,Gautami
Buddha: Where did Buddha attain death?,Lumbini,Kushinagar,Sarnath,Rajagriha,Kushinagar
Buddha: At what age did Siddhartha leave the palace?,25,29,35,40,29
Buddha: Which sight was NOT among the Four Great Sights?,Old man,Sick man,Ascetic,King,King
Buddha: How many years did Siddhartha practice penance?,6 years,10 years,12 years,20 years,6 years
Buddha: Under which tree did Buddha attain enlightenment?,Neem tree,Pipal tree (Bodhi Tree),Banyan tree,Mango tree,Pipal tree (Bodhi Tree)
Buddha: After enlightenment Buddha was also called?,Jina,Sakya Muni,Tirthankara,Rishi,Sakya Muni
Buddha: What does Buddha mean?,Teacher,Enlightened One,Warrior,King,Enlightened One
Buddha: Where did Buddha deliver his first sermon?,Rajagriha,Sarnath,Kushinagar,Lumbini,Sarnath
Buddha: What is Buddha’s first sermon called?,Mahaparinirvana,Dharma Chakra Pravartana,Sangha Sabha,Nirvana,Dharma Chakra Pravartana
Buddhism: In which language did Buddha preach?,Sanskrit only,Pali/Prakrit,Tamil only,Persian,Pali/Prakrit
Buddhism: What are the core teachings of Buddha called?,Vedas,Dhamma,Agamas,Smritis,Dhamma
Buddhism: How many Noble Truths are there in Buddhism?,2,4,6,8,4
Buddhism: According to Buddhism what is the cause of misery?,Wealth,Desire,Fate,War,Desire
Buddhism: How can sorrow be removed according to Buddha?,Sacrifices,Giving up desire,Temple worship,Trade,Giving up desire
Buddhism: What path removes desire according to Buddhism?,Varna system,Eightfold Path,Yajna system,Bhakti path,Eightfold Path
Buddhism: Which is NOT part of the Eightfold Path?,Right Speech Thought Knowledge,Right Action View Meditation,Right Livelihood Effort,Right Sacrifice,Right Sacrifice
Buddhism: What is the ultimate aim in Buddhism?,Trade,Nirvana,Wealth,Political power,Nirvana
Buddhism: Which Buddhist teaching avoids extreme pleasure and extreme penance?,Ahimsa,Middle Path,Karma,Yajna,Middle Path
Buddhist Institutions: What is a Sangha?,Trade guild,Association of monks,Temple market,Royal council,Association of monks
Buddhist Institutions: What is a Chaitya?,Monastery,Buddhist shrine or meditation hall,Fort,Market,Buddhist shrine or meditation hall
Buddhist Institutions: What are Viharas?,Burial grounds,Monasteries for monks,Assembly halls,Forts,Monasteries for monks
Buddhist Institutions: What are Stupas?,Temples of Shiva,Monuments over Buddha’s remains,Royal palaces,Stone tools,Monuments over Buddha’s remains
Buddhist Sects: Which Buddhist sect worshipped Buddha idols?,Hinayana,Mahayana,Ajivika,Digambara,Mahayana
Buddhist Sects: Which Buddhist sect did not worship idols?,Mahayana,Hinayana,Svetambara,Shaivism,Hinayana
Buddhist Sects: Which language was mainly used by Hinayana Buddhists?,Tamil,Prakrit,Sanskrit,Greek,Prakrit
Buddhist Sects: Which language was mainly used by Mahayana Buddhists?,Prakrit,Sanskrit,Pali,Tamil,Sanskrit
Buddhist Sects: Which sect focused on salvation of all beings?,Hinayana,Mahayana,Digambara,Svetambara,Mahayana
Buddhist Sects: Which Buddhist sect spread to Sri Lanka and Myanmar?,Mahayana,Hinayana,Vajrayana,Shaivism,Hinayana
Buddhist Sects: Which Buddhist sect spread to China and Japan?,Hinayana,Mahayana,Ajivika,Theravada,Mahayana
Buddhist Councils: Where was the First Buddhist Council held?,Vaishali,Rajagriha,Pataliputra,Kashmir,Rajagriha
Buddhist Councils: Where was the Second Buddhist Council held?,Rajagriha,Vaishali,Kashmir,Sarnath,Vaishali
Buddhist Councils: Where was the Third Buddhist Council held?,Kanchi,Pataliputra,Kashmir,Lumbini,Pataliputra
Buddhist Councils: Where was the Fourth Buddhist Council held?,Vaishali,Kashmir,Sarnath,Gaya,Kashmir
Buddhism in Tamil Nadu: Which religion spread to Tamil Nadu later than Jainism?,Shaivism,Buddhism,Vaishnavism,Islam,Buddhism
Buddhism in Tamil Nadu: Which post-Sangam epic is an important Buddhist work?,Silappathikaram,Manimegalai,Tolkappiyam,Purananuru,Manimegalai
Buddhism in Tamil Nadu: Which city was an important Buddhist centre in Tamil Nadu?,Madurai,Kanchipuram,Uraiyur,Korkai,Kanchipuram
Buddhism in Tamil Nadu: Who was a famous Buddhist logician from Kanchi?,Dharmapala,Dinnaga,Nagarjuna,Ashoka,Dinnaga
Buddhism in Tamil Nadu: Who was the scholar of Nalanda from Kanchi?,Dinnaga,Dharmapala,Fa-Hien,Asanga,Dharmapala
Buddhism in Tamil Nadu: Which Chinese traveller visited Kanchi in the 7th century AD?,Megasthenes,Hieun Tsang,Fa-Hien,Marco Polo,Hieun Tsang
Buddhism in Tamil Nadu: Who built the 100-foot stupa at Kanchi according to Hieun Tsang?,Harsha,Ashoka,Kanishka,Chandragupta,Ashoka
Buddhism in Tamil Nadu: Where have Buddha statues been found in Tamil Nadu?,Nagapattinam and Pallur,Madurai and Salem,Tirunelveli and Erode,Vellore and Dharmapuri,Nagapattinam and Pallur
Comparison: Which similarity is common to both Jainism and Buddhism?,Accepted Vedas,Opposed animal sacrifice,Supported caste system,Worshipped sacrifices,Opposed animal sacrifice
Comparison: Which similarity existed between Mahavira and Buddha?,Both were traders,Both were princes,Both were priests,Both were farmers,Both were princes
Comparison: Which religion followed an extreme path?,Buddhism,Jainism,Shaivism,Vaishnavism,Jainism
Comparison: Which religion followed the middle path?,Jainism,Buddhism,Ajivika,Shaivism,Buddhism
Comparison: Which religion remained largely in India?,Buddhism,Jainism,Christianity,Islam,Jainism
Comparison: Which religion spread globally from India?,Jainism,Buddhism,Shaivism,Vaishnavism,Buddhism
Comparison: Which religion believes soul exists in everything?,Buddhism,Jainism,Ajivika,Charvaka,Jainism
Comparison: Which philosophy emphasizes Anatma or no eternal soul?,Jainism,Buddhism,Shaivism,Vaishnavism,Buddhism
Comparison: Which religion neither accepted nor denied God?,Jainism,Buddhism,Shaivism,Vaishnavism,Buddhism
Buddhism: What is the sacred symbol of Buddhism?,Trishul,Dharma Chakra,Om,Lotus,Dharma Chakra
Buddhism: What is the meaning of Nirvana?,Wealth,Salvation or liberation,Kingdom,Sacrifice,Salvation or liberation
Buddhist Institutions: Who founded the Sangha?,Mahavira,Buddha,Ashoka,Nagarjuna,Buddha
Buddhism: Which emperor greatly supported Buddhism?,Harsha,Ashoka,Kanishka,Samudragupta,Ashoka
